,Unnamed: 0,timedate,open,high,low,close,volume,1d_GAIN,1d_TRENDPoint7,1d_TREND1,1d_TREND1Point3,1d_TREND1Point6,1d_TREND2,1d_TREND2Point5,1d_TREND3,1d_CDLMARUBOZU,1d_CDLRICKSHAWMAN,1d_CDLCLOSINGMARUBOZU,1d_CMO,1d_RSI,1d_STOCH,1d_CDLHIKKAKE,1d_CDLMATHOLD,1d_CDLBREAKAWAY,1d_CDLDOJI,1d_CDLDOJISTAR,1d_CDLSHOOTINGSTAR,1d_WILLR,1d_TRIX,1d_STOCHF,1d_CDLHIKKAKEMOD,1d_CDLLADDERBOTTOM,1d_CDLRISEFALL3METHODS,1d_CDLDRAGONFLYDOJI,1d_CDLGRAVESTONEDOJI,1d_CDLHANGINGMAN,1d_AROONOSC,1d_PPO1,1d_MFI,1d_CDLTASUKIGAP,1d_CDLCONCEALBABYSWALL,1d_CDLXSIDEGAP3METHODS,1d_CDLHAMMER,1d_CDLINVERTEDHAMMER,1d_CDLLONGLINE,1d_CDLLONGLEGGEDDOJI,1d_PPO2,1d_CDLADVANCEBLOCK,1d_CDL2CROWS,1d_CDL3LINESTRIKE,1d_CDLSTALLEDPATTERN,1d_CDLTAKURI,1d_CDLSPINNINGTOP,1d_CDLSHORTLINE,1d_HT_DCPERIOD,1d_HT_DCPHASE,1d_HT_PHASOR,1d_CDL3BLACKCROWS,1d_CDLUNIQUE3RIVER,1d_CDL3WHITESOLDIERS,1d_CDLENGULFING,1d_CDLKICKING,1d_CDLKICKINGBYLENGTH,1d_HT_SINE,1d_HT_TRENDMODE,1d_ULTOSC,1d_CDLIDENTICAL3CROWS,1d_CDLTRISTAR,1d_CDL3OUTSIDE,1d_CDLMATCHINGLOW,1d_CDLGAPSIDESIDEWHITE,1d_CDLDARKCLOUDCOVER,1d_CCI,1d_STOCHRSI,1d_ADX,1d_DX,1d_CDLMORNINGSTAR,1d_CDL3INSIDE,1d_CDLINNECK,1d_CDLONNECK,1d_CDLBELTHOLD,1d_CDLCOUNTERATTACK,1d_CDLHARAMICROSS,1d_CDL3STARSINSOUTH,1d_CDLEVENINGDOJISTAR,1d_CDLMORNINGDOJISTAR,1d_CDLUPSIDEGAP2CROWS,1d_CDLSEPARATINGLINES,1d_CDLTHRUSTING,1d_CDLHARAMI,1d_CDLHOMINGPIGEON,1d_CDLPIERCING,1d_CDLABANDONEDBABY,1d_CDLEVENINGSTAR,1d_CDLHIGHWAVE,1d_CDLSTICKSANDWICH,1w_GAIN,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO,1w_RSI,1w_STOCH,1w_CDLHIKKAKE,1w_CDLMATHOLD,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR,1w_TRIX,1w_STOCHF,1w_CDLHIKKAKEMOD,1w_CDLLADDERBOTTOM,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC,1w_PPO1,1w_MFI,1w_CDLTASUKIGAP,1w_CDLCONCEALBABYSWALL,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDL3LINESTRIKE,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_CDLKICKING,1w_CDLKICKINGBYLENGTH,1w_HT_SINE,1w_HT_TRENDMODE,1w_ULTOSC,1w_CDLIDENTICAL3CROWS,1w_CDLTRISTAR,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI,1w_STOCHRSI,1w_ADX,1w_DX,1w_CDLMORNINGSTAR,1w_CDL3INSIDE,1w_CDLINNECK,1w_CDLONNECK,1w_CDLBELTHOLD,1w_CDLCOUNTERATTACK,1w_CDLHARAMICROSS,1w_CDL3STARSINSOUTH,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLUPSIDEGAP2CROWS,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLABANDONEDBABY,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE,1w_CDLSTICKSANDWICH
239,239,2015-10-14,250.92579935,254.99592773,250.25,253.20355473,8399.137624829995,0.0068,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3528,0.6764,0.7708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0994,-0.0136,0.7837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0219,0.6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3629,0.4958,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,1,0.659,0.0,0.0,1.0,0.0,0.0,0.0,0.1685,0.7714,0.2676,0.5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0179,0.5089,0.6649,0.0,0.0,0.0,0.0,0.0,0.0,-0.5743,,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0314,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6315,0.0,0.0,0.0,0.0,0.0,0.0,-0.026000000000000002,0.8277,0.1748,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,240,2015-10-15,253.27324365,256.76136883,253.21515711,254.99,7191.378382220001,0.0331,UP,UP,UP,UP,UP,UP,UP,0.0,0.0,0.0,0.3873,0.6937,0.8219,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0917,-0.0115,0.8817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0235,0.6969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3856,0.4859,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0887,1,0.6756,0.0,0.0,0.0,0.0,0.0,0.0,0.1721,1.0,0.2869,0.5378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0179,0.5089,0.6649,0.0,0.0,0.0,0.0,0.0,0.0,-0.5743,,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0314,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6315,0.0,0.0,0.0,0.0,0.0,0.0,-0.026000000000000002,0.8277,0.1748,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241,2015-10-16,254.98321999,267.5728391,254.88041226,263.4224082,9925.782469110014,0.0357,UP,UP,UP,UP,UP,UP,UP,0.0,0.0,0.0,0.5181,0.7591,0.8338,0.0,0.0,0.0,0.0,0.0,0.0,-0.139,-0.0091,0.8361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0265,0.7754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4151,0.474,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.1628,1,0.6668,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,1.0,0.3151,0.6814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0179,0.5089,0.6649,0.0,0.0,0.0,0.0,0.0,0.0,-0.5743,,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0314,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6315,0.0,0.0,0.0,0.0,0.0,0.0,-0.026000000000000002,0.8277,0.1748,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,2015-10-17,263.44078723,274.78507455,263.07001962,272.84110283,11585.181497240019,-0.0293,DOWN,DOWN,DOWN,DOWN,DOWN,DOWN,EITHER,0.0,0.0,0.0,0.6166,0.8083,0.8619,0.0,0.0,0.0,0.0,0.0,0.0,-0.0524,-0.0064,0.8678,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0302,0.7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4245,0.4627,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.2321,1,0.6902,0.0,0.0,0.0,0.0,0.0,0.0,0.2252,1.0,0.3454,0.7395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0179,0.5089,0.6649,0.0,0.0,0.0,0.0,0.0,0.0,-0.5743,,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0314,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6315,0.0,0.0,0.0,0.0,0.0,0.0,-0.026000000000000002,0.8277,0.1748,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,2015-10-18,272.99316341,273.5,262.96,264.99899519,6425.837636670009,0.0002,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3663,0.6831,0.8295,0.0,0.0,0.0,0.0,0.0,0.0,-0.264,-0.0035,0.7845,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0326,0.7342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4212,0.4597,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.2505,1,0.6063,0.0,0.0,0.0,0.0,0.0,0.0,0.1445,0.7298,0.3732,0.7343,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0179,0.5089,0.6649,0.0,0.0,0.0,0.0,0.0,0.0,-0.5743,,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0314,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2332,,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6315,0.0,0.0,0.0,0.0,0.0,0.0,-0.026000000000000002,0.8277,0.1748,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,2015-10-19,265.0,268.1634323,262.54483544,265.06518521,6731.317327520024,0.0229,UP,UP,UP,UP,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3672,0.6836,0.7825,0.0,0.0,0.0,1.0,0.0,0.0,-0.2846,-0.0006,0.6952,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0339,0.6653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4326,0.4552,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.2779,1,0.6077,0.0,0.0,0.0,0.0,0.0,0.0,0.1045,0.4147,0.3975,0.7135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,2015-10-20,265.06518521,272.78304347,264.48,271.14533667,9832.825037500044,-0.0088,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4444,0.7222,0.7119,0.0,0.0,0.0,0.0,0.0,0.0,-0.1105,0.0024,0.6559,0.0,0.0,0.0,0.0,0.0,0.0,0.7857,0.035,0.6646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4303,0.4554,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.2768,1,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.1127,0.1854,0.4226,0.7495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,2015-10-21,271.16873093,272.744988,265.00926284,268.77,7131.839828010007,0.0262,UP,UP,UP,UP,UP,EITHER,EITHER,0.0,0.0,0.0,0.3739,0.6869,0.6587,0.0,0.0,0.0,0.0,0.0,0.0,-0.1836,0.0054,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.0364,0.6779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4195,0.4572,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.2654,1,0.5951,0.0,0.0,0.0,0.0,0.0,0.0,0.0899,0.1323,0.446,0.7495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,2015-10-22,268.77,279.9921043,268.76514002,275.82467693,9448.536789180018,0.0106,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4585,0.7292,0.6588,-0.5,0.0,0.0,0.0,0.0,0.0,-0.1098,0.0085,0.6956,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.0399,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4254,0.4579,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.2617,1,0.6049,0.0,0.0,0.0,0.0,0.0,0.0,0.1119,0.2369,0.47100000000000003,0.7962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,2015-10-23,275.83619361,281.12731183,275.52139541,278.76,7251.381198560013,0.0199,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.4894,0.7447,0.6783,0.0,0.0,0.0,0.0,0.0,0.0,-0.0634,0.0118,0.7141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0433,0.7525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4258,0.4577,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.2629,1,0.5921,0.0,0.0,0.0,0.0,0.0,0.0,0.1194,0.4662,0.4947,0.8024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,2015-10-24,278.75770576,284.45619244,278.75,284.30739447,5814.5899928199915,0.0034,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,1.0,0.0,1.0,0.5425,0.7713,0.7617,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038,0.0152,0.8754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0468,0.7577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4173,0.4577,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.2627,1,0.5903,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.7894,0.5179,0.8197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,2015-10-25,284.10552123,295.87897799999996,283.6406233,285.06877737,11169.736154019995,0.0091,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.5495,0.7747,0.8093,0.0,0.0,0.0,0.0,0.0,0.0,-0.2119,0.0187,0.8383,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0494,0.7729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4047,0.4624,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.23399999999999999,1,0.5515,0.0,0.0,0.0,0.0,0.0,0.0,0.1495,1.0,0.5426,0.8638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1072,0.5536,0.7497,0.0,0.0,0.0,0.0,0.0,0.0,-0.4194,,0.8165,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0174,0.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,1.0,0.1765,0.1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,2015-10-26,284.51689297,287.61742913,282.06833205,287.1,7694.969663840007,0.0295,UP,UP,UP,UP,UP,EITHER,EITHER,0.0,0.0,0.0,0.5683,0.7841,0.8289,0.0,0.0,0.0,0.0,0.0,0.0,-0.1721,0.0223,0.7729,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.0538,0.7571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3946,0.4685,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.1966,1,0.5851,0.0,0.0,0.0,0.0,0.0,0.0,0.1181,1.0,0.5609,0.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,UP,UP,UP,UP,UP,UP,EITHER,0.0,0.0,0.0,0.2049,0.6024,0.8257,0.0,0.0,0.0,0.0,0.0,0.0,-0.1295,,0.8723,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.0132,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2528,,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6004,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,1.0,0.1857,0.3045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,2015-10-27,287.1,297.95832988,286.97130452,295.57458505,11270.177765110002,0.0283,UP,UP,UP,UP,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.6364,0.8182,0.7837,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0261,0.7399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0576,0.7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3946,0.4717,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.1767,1,0.5923,0.0,0.0,0.0,0.0,0.0,0.0,0.1434,1.0,0.5807,0.8386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,UP,UP,UP,UP,UP,UP,EITHER,0.0,0.0,0.0,0.2049,0.6024,0.8257,0.0,0.0,0.0,0.0,0.0,0.0,-0.1295,,0.8723,0.0,0.0,0.0,0.0,0.0,0.0,-0.4286,0.0132,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2528,,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.6004,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,1.0,0.1857,0.3045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
