,Unnamed: 0,timedate,open,high,low,close,volume,1d_GAIN,1d_TRENDPoint7,1d_TREND1,1d_TREND1Point3,1d_TREND1Point6,1d_TREND2,1d_TREND2Point5,1d_TREND3,1d_CDLMARUBOZU,1d_CDLRICKSHAWMAN,1d_CDLCLOSINGMARUBOZU,1d_CMO,1d_RSI,1d_STOCH,1d_CDLHIKKAKE,1d_CDLMATHOLD,1d_CDLBREAKAWAY,1d_CDLDOJI,1d_CDLDOJISTAR,1d_CDLSHOOTINGSTAR,1d_WILLR,1d_TRIX,1d_STOCHF,1d_CDLHIKKAKEMOD,1d_CDLLADDERBOTTOM,1d_CDLRISEFALL3METHODS,1d_CDLDRAGONFLYDOJI,1d_CDLGRAVESTONEDOJI,1d_CDLHANGINGMAN,1d_AROONOSC,1d_PPO1,1d_MFI,1d_CDLTASUKIGAP,1d_CDLCONCEALBABYSWALL,1d_CDLXSIDEGAP3METHODS,1d_CDLHAMMER,1d_CDLINVERTEDHAMMER,1d_CDLLONGLINE,1d_CDLLONGLEGGEDDOJI,1d_PPO2,1d_CDLADVANCEBLOCK,1d_CDL2CROWS,1d_CDL3LINESTRIKE,1d_CDLSTALLEDPATTERN,1d_CDLTAKURI,1d_CDLSPINNINGTOP,1d_CDLSHORTLINE,1d_HT_DCPERIOD,1d_HT_DCPHASE,1d_HT_PHASOR,1d_CDL3BLACKCROWS,1d_CDLUNIQUE3RIVER,1d_CDL3WHITESOLDIERS,1d_CDLENGULFING,1d_CDLKICKING,1d_CDLKICKINGBYLENGTH,1d_HT_SINE,1d_HT_TRENDMODE,1d_ULTOSC,1d_CDLIDENTICAL3CROWS,1d_CDLTRISTAR,1d_CDL3OUTSIDE,1d_CDLMATCHINGLOW,1d_CDLGAPSIDESIDEWHITE,1d_CDLDARKCLOUDCOVER,1d_CCI,1d_STOCHRSI,1d_ADX,1d_DX,1d_CDLMORNINGSTAR,1d_CDL3INSIDE,1d_CDLINNECK,1d_CDLONNECK,1d_CDLBELTHOLD,1d_CDLCOUNTERATTACK,1d_CDLHARAMICROSS,1d_CDL3STARSINSOUTH,1d_CDLEVENINGDOJISTAR,1d_CDLMORNINGDOJISTAR,1d_CDLUPSIDEGAP2CROWS,1d_CDLSEPARATINGLINES,1d_CDLTHRUSTING,1d_CDLHARAMI,1d_CDLHOMINGPIGEON,1d_CDLPIERCING,1d_CDLABANDONEDBABY,1d_CDLEVENINGSTAR,1d_CDLHIGHWAVE,1d_CDLSTICKSANDWICH,1w_GAIN,1w_TRENDPoint7,1w_TREND1,1w_TREND1Point3,1w_TREND1Point6,1w_TREND2,1w_TREND2Point5,1w_TREND3,1w_CDLMARUBOZU,1w_CDLRICKSHAWMAN,1w_CDLCLOSINGMARUBOZU,1w_CMO,1w_RSI,1w_STOCH,1w_CDLHIKKAKE,1w_CDLMATHOLD,1w_CDLBREAKAWAY,1w_CDLDOJI,1w_CDLDOJISTAR,1w_CDLSHOOTINGSTAR,1w_WILLR,1w_TRIX,1w_STOCHF,1w_CDLHIKKAKEMOD,1w_CDLLADDERBOTTOM,1w_CDLRISEFALL3METHODS,1w_CDLDRAGONFLYDOJI,1w_CDLGRAVESTONEDOJI,1w_CDLHANGINGMAN,1w_AROONOSC,1w_PPO1,1w_MFI,1w_CDLTASUKIGAP,1w_CDLCONCEALBABYSWALL,1w_CDLXSIDEGAP3METHODS,1w_CDLHAMMER,1w_CDLINVERTEDHAMMER,1w_CDLLONGLINE,1w_CDLLONGLEGGEDDOJI,1w_PPO2,1w_CDLADVANCEBLOCK,1w_CDL2CROWS,1w_CDL3LINESTRIKE,1w_CDLSTALLEDPATTERN,1w_CDLTAKURI,1w_CDLSPINNINGTOP,1w_CDLSHORTLINE,1w_HT_DCPERIOD,1w_HT_DCPHASE,1w_HT_PHASOR,1w_CDL3BLACKCROWS,1w_CDLUNIQUE3RIVER,1w_CDL3WHITESOLDIERS,1w_CDLENGULFING,1w_CDLKICKING,1w_CDLKICKINGBYLENGTH,1w_HT_SINE,1w_HT_TRENDMODE,1w_ULTOSC,1w_CDLIDENTICAL3CROWS,1w_CDLTRISTAR,1w_CDL3OUTSIDE,1w_CDLMATCHINGLOW,1w_CDLGAPSIDESIDEWHITE,1w_CDLDARKCLOUDCOVER,1w_CCI,1w_STOCHRSI,1w_ADX,1w_DX,1w_CDLMORNINGSTAR,1w_CDL3INSIDE,1w_CDLINNECK,1w_CDLONNECK,1w_CDLBELTHOLD,1w_CDLCOUNTERATTACK,1w_CDLHARAMICROSS,1w_CDL3STARSINSOUTH,1w_CDLEVENINGDOJISTAR,1w_CDLMORNINGDOJISTAR,1w_CDLUPSIDEGAP2CROWS,1w_CDLSEPARATINGLINES,1w_CDLTHRUSTING,1w_CDLHARAMI,1w_CDLHOMINGPIGEON,1w_CDLPIERCING,1w_CDLABANDONEDBABY,1w_CDLEVENINGSTAR,1w_CDLHIGHWAVE,1w_CDLSTICKSANDWICH
1037,1037,2017-12-20,17830.039845,17889.967516,14496.137988,16496.880033,47326.522392310086,-0.045,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.1743,0.5872,0.675,0.0,0.0,0.0,0.0,0.0,0.0,-0.5314,0.387,0.4937,0.0,0.0,0.0,0.0,0.0,0.0,0.7857,0.2534,0.4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3708,0.5244,0.1187,0.0,0.0,0.0,0.0,0.0,0.0,-0.1528,1,0.6436,0.0,0.0,0.0,0.0,0.0,0.0,-0.0498,0.11699999999999999,0.6336,0.1628,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.8065,0.9032,0.8856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303,0.8943,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.4228,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,0.4184,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,1,0.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.9667,0.4171,0.8363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,1038,2017-12-21,16496.899016,17357.137656,15175.138024000002,15753.879003999999,28525.332889059984,-0.0985,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0968,0.5484,0.4911,0.0,0.0,0.0,0.0,0.0,0.0,-0.6477,0.3883,0.3171,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2205,0.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3703,0.5389,0.2479,0.0,0.0,0.0,0.0,0.0,0.0,-0.242,1,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,-0.0568,-0.0,0.6,0.1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.8065,0.9032,0.8856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303,0.8943,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.4228,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,0.4184,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,1,0.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.9667,0.4171,0.8363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,1039,2017-12-22,15797.718590999999,15929.674887000001,10420.971151,14242.181614,102596.97850001011,0.0555,UP,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0417,0.4791,0.3847,0.5,0.0,0.0,0.0,0.0,0.0,-0.5965,0.3859,0.3434,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.1915,0.3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3701,0.5572,0.2867,0.0,0.0,0.0,0.0,0.0,0.0,-0.3517,1,0.6145,0.0,0.0,0.0,0.0,0.0,0.0,-0.1753,-0.0,0.5715,0.2011,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.8065,0.9032,0.8856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303,0.8943,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.4228,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,0.4184,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,1,0.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.9667,0.4171,0.8363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,1040,2017-12-23,14241.077187,16260.886766,13782.836572999999,15031.417787,30274.077535809945,-0.0551,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0274,0.5137,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,-0.5132,0.3811,0.3969,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.1719,0.3837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696,0.5778,0.1541,0.0,0.0,0.0,0.0,0.0,0.0,-0.4698,1,0.5804,0.0,0.0,0.0,0.0,0.0,0.0,-0.096,0.0425,0.5429999999999999,0.1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.8065,0.9032,0.8856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303,0.8943,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.4228,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,0.4184,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,1,0.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.9667,0.4171,0.8363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,1041,2017-12-24,15076.778536000002,15076.778536000002,13214.912325,14245.446456,24420.538712960028,-0.0051,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0409,0.4796,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,-0.5962,0.3739,0.4899,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.1531,0.4001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3762,0.6004,-0.0386,0.0,0.0,0.0,0.0,0.0,0.0,-0.5899,1,0.5814,0.0,0.0,0.0,0.0,0.0,0.0,-0.1321,0.0433,0.519,0.2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2649,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.8065,0.9032,0.8856,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303,0.8943,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.4228,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,0.4184,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,1,0.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.2193,0.9667,0.4171,0.8363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,1042,2017-12-25,14244.792050999999,14760.749226,13604.489822,14171.987076,14636.032324739963,0.1138,UP,UP,UP,UP,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.0472,0.4764,0.4716,0.0,0.0,0.0,1.0,0.0,0.0,-0.6039,0.3649,0.5281,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.1279,0.3688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4449,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.3934,0.6145,-0.2757,0.0,0.0,0.0,0.0,0.0,0.0,-0.6591,1,0.5694,0.0,0.0,0.0,1.0,0.0,0.0,-0.109,0.0433,0.4968,0.2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,1043,2017-12-26,14171.987616,16141.69339,14171.987616,15784.627911000001,22226.119056920008,-0.0264,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0948,0.5474,0.5584,-0.5,0.0,0.0,0.0,0.0,0.0,-0.4337,0.3554,0.6571,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.1031,0.3313,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191,0.6167,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,-0.6693,1,0.5953,0.0,0.0,0.0,0.0,0.0,0.0,-0.0488,0.3295,0.4672,0.083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,1044,2017-12-27,15785.411346,16484.618464,14556.542125999998,15369.359653,24478.16299741997,-0.0593,DOWN,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.0551,0.5276,0.6304,0.0,0.0,0.0,0.0,0.0,0.0,-0.4775,0.3453,0.7061,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.0828,0.3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4527,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.4422,0.6181,-0.4293,0.0,0.0,0.0,0.0,0.0,0.0,-0.6756,1,0.5846,0.0,0.0,0.0,0.0,0.0,0.0,-0.0392,0.5689,0.4377,0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,1045,2017-12-28,15370.695775,15488.909056,13528.732541999998,14458.829974,30994.569600890038,0.0076,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0281,0.486,0.6719,0.0,0.0,0.0,0.0,0.0,0.0,-0.5737,0.3342,0.6526,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.0608,0.3801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.6375,-0.3593,0.0,0.0,0.0,0.0,0.0,0.0,-0.7603,1,0.5993,0.0,0.0,0.0,0.0,0.0,0.0,-0.0704,0.6139,0.4157,0.1292,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1046,2017-12-29,14455.858948,15085.546326,14046.244928,14565.045978999999,18227.2439298,-0.1205,DOWN,DOWN,DOWN,DOWN,EITHER,EITHER,EITHER,0.0,1.0,0.0,-0.018000000000000002,0.491,0.6073,0.0,0.0,0.0,1.0,0.0,0.0,-0.5624,0.3226,0.4633,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.0372,0.3608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4598,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4402,0.6595,-0.2203,0.0,0.0,0.0,0.0,0.0,0.0,-0.8426,0,0.5641,0.0,0.0,0.0,0.0,0.0,0.0,-0.0598,0.3538,0.3952,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,1047,2017-12-30,14576.188463999999,14624.722862999999,12500.451815999999,12820.005696,28474.29180152002,0.0839,UP,UP,UP,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.1632,0.4184,0.4621,0.5,0.0,0.0,0.0,0.0,0.0,-0.7467,0.3097,0.2704,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,0.0016,0.2982,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.4624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264,0.6987,-0.1737,0.0,0.0,0.0,-1.0,0.0,0.0,-0.9485,1,0.5108,0.0,0.0,0.0,0.0,0.0,0.0,-0.1026,0.1136,0.3838,0.2353,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,1048,2017-12-31,12822.93389,14272.134176,12674.979536,13898.272041999999,18299.948694419974,-0.0289,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.059000000000000004,0.4705,0.3314,0.0,0.0,0.0,0.0,0.0,0.0,-0.6121,0.2965,0.2605,0.0,0.0,0.0,0.0,0.0,0.0,-0.3571,-0.0293,0.2813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4085,0.7644,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,-0.9959,1,0.5318,0.0,0.0,0.0,0.0,0.0,0.0,-0.0848,0.2032,0.3732,0.2353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0243,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.3578,0.6789,0.8152,0.0,0.0,0.0,0.0,0.0,0.0,-0.3447,0.9478,0.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.9286,0.45299999999999996,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884,0.4189,0.1437,0.0,0.0,0.0,-1.0,0.0,0.0,0.4878,1,0.6152,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.6667,0.4132,0.3619,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,1049,2018-01-01,13870.628534,13888.895685,12958.290436,13470.367723,12058.273002899998,0.0964,UP,UP,UP,UP,EITHER,EITHER,EITHER,0.0,0.0,0.0,-0.0937,0.4531,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,-0.6485,0.2829,0.2519,0.0,0.0,0.0,0.0,0.0,0.0,-0.2857,-0.0585,0.2955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4681,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3901,0.8258,0.1256,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888,1,0.5321,0.0,0.0,0.0,0.0,0.0,0.0,-0.0889,0.2407,0.3633,0.2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3337,0.6668,0.7479,0.0,0.0,0.0,1.0,1.0,0.0,-0.3695,0.9912,0.6523,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.475,0.6731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.3037,0.4253,0.3366,0.0,0.0,0.0,0.0,0.0,0.0,0.4521,1,0.6071,0.0,0.0,-1.0,0.0,0.0,0.0,0.0881,0.3333,0.4095,0.3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1050,1050,2018-01-02,13482.046031999998,15218.869077000001,13030.084052,14781.720335,26096.44100056002,0.0207,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,0.0,0.0,0.025,0.5125,0.3391,-0.5,0.0,0.0,0.0,0.0,0.0,-0.4162,0.2699,0.5049,0.0,0.0,0.0,0.0,0.0,0.0,-0.2143,-0.0787,0.3648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3754,-0.1038,-0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.6071,1,0.5418,0.0,0.0,0.0,0.0,0.0,0.0,-0.019,0.5741,0.344,0.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661,UP,UP,EITHER,EITHER,EITHER,EITHER,EITHER,0.0,1.0,0.0,0.3337,0.6668,0.7479,0.0,0.0,0.0,1.0,1.0,0.0,-0.3695,0.9912,0.6523,0.0,0.0,0.0,0.0,0.0,0.0,0.8571,0.475,0.6731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.3037,0.4253,0.3366,0.0,0.0,0.0,0.0,0.0,0.0,0.4521,1,0.6071,0.0,0.0,-1.0,0.0,0.0,0.0,0.0881,0.3333,0.4095,0.3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
